Name,Position,Years,Height,Weight,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Draft_Status
Malik Gill,Guard,4,69,175,24.75,16.5354,4.9596,1.63636,2.54545,1.64646,0.0606061,1.77778,1.70707,0
Milton Doyle,Guard,4,76,185,30.25,30.3884,13.2893,4.08264,3.79339,1.24793,0.628099,3.1405,2.61983,0
Tre Kelley,Guard,1,72,188,13,36.8846,19.0769,2.42308,5.03846,0.769231,0.269231,2.96154,2.15385,0
Jabari Brown,Guard,2,77,214,30,35.2833,17.3333,4,1.7,0.65,0.1,2.08333,1.8,0
Curtis Kelly,Forward,4,80,239,21.4,18.1402,7.3271,4.28972,1.02804,0.523364,1.24299,1.80374,2.05607,0
Reggie Johnson,Guard,2,73,201,31.5,30.8095,13.3016,2.98413,2.5873,1.46032,0.111111,2.47619,2.96825,0
J.J. Thompson,Guard,4,72,190,22.8,24.7018,6.74561,1.74561,3.2193,0.754386,0.0526316,2.07895,2.0614,0
Reggie Johnson,Center,4,82,292,23.4,21.5726,8.88034,7.19658,0.888889,0.529914,0.965812,1.58974,2.67521,0
Deric Hill,Guard,2,69,160,27.5,18.9455,4.38182,1.74545,2.50909,1.61818,0.0545455,1.76364,1.87273,0
Isaiah Sykes,Guard,4,78,220,31.5,28.1429,12.2619,6.06349,2.66667,1.45238,0.269841,2.73016,2.33333,0
Tyrone Brazelton,Guard,2,71,170,32,27.1094,13.6562,2.60938,3.89062,1.0625,0.046875,3.125,3.17188,0
Blake Schilb,Guard,1,79,220,14,33.2857,16.9286,5.25,3.96429,1.42857,0.642857,3.25,1.75,0
Phillip Anglade,Forward,4,77,210,31.5,19.0556,5.77778,4.51587,0.420635,0.68254,1.53968,0.761905,2.5873,0
Brandon Knight,Guard,1,75,185,38,35.8684,17.2895,4.02632,4.18421,0.657895,0.210526,3.15789,2.18421,1
Josh Watkins,Guard,2,71,211,21.5,31.0465,14.8605,2.74419,4,0.906977,0.0697674,3.60465,2.86047,0
Alex Stepheson,Forward,4,82,250,33.75,19.2815,5.94815,5.60741,0.177778,0.185185,0.948148,1.1037,1.80741,0
Brent Arrington,Guard,4,75,190,19.4286,26.8676,10.0368,3.28676,2.22794,1.82353,0.551471,1.94853,3.24265,0
Tre Hale-Edmerson,Forward,4,81,211,32.25,27.3023,6.30233,5.63566,2.34884,1.06202,1.43411,1.79845,3.27132,0
Damonte Dodd,Forward,4,83,250,29.75,15.1008,3.54622,3.17647,0.386555,0.151261,1.18487,0.941176,2.4958,0
Devon Moore,Guard,4,76,175,23.8,33.7311,10.6387,3.47899,4.06723,0.94958,0.268908,2.51261,2.52101,0
Madarious Gibbs,Guard,4,73,190,26,30.2462,9.12308,3.16154,3.60769,1,0.0692308,2.40769,2.20769,0
D.J. Cunningham,Center,4,82,240,22.4,23.6518,8.91072,7.3125,0.857143,0.758929,2.47321,1.97321,2.91964,0
Jackson Stevenett,Forward,4,76,185,26,28.4519,12.25,4.82692,1.38462,0.538462,0.615385,1.58654,2.54808,0
Byron Wesley,Guard,4,76,206,33,31.6667,11.8864,5.09091,2.06818,0.840909,0.295455,1.90152,1.61364,0
Kyle Weaver,Guard,2,78,201,31.5,33.9206,11.7619,5.63492,4.60317,1.90476,0.952381,2.85714,2.03175,1
Taj Gibson,Forward,3,81,225,32.3333,32.8247,12.2474,8.41237,1.36082,0.742268,2.35052,2.48454,3.09278,1
Alade Aminu,Forward,3,82,225,23.6667,19.5493,7.95775,5.40845,0.591549,0.802817,1.33803,1.22535,2.09859,0
Jordyn Martin,Forward,5,79,225,27,23.2889,6.51111,5.9037,0.866667,0.437037,0.318519,1.15556,2.61481,0
Tavaris Nance,Forward,2,78,205,23,21.587,6.45652,3.1087,1.3913,1.43478,0.456522,1.95652,2.36957,0
Trant Simpson,Guard,4,70,160,26,33.0096,14.8365,3.05769,4.10577,1.69231,0.0384615,3.61538,1.80769,0
Mike Green,Guard,2,73,175,21,34.4286,14.4444,6.34921,4.55556,1.2381,0.047619,2.84127,2.5873,0
Johntavius Rucker,Guard,3,74,195,11.2,15.2143,3.19643,3.07143,1.39286,1.35714,0.0892857,1.25,1.92857,0
Nick Fazekas,Forward,1,83,215,15,30.4667,20.1333,10.8667,1.7,0.8,1.53333,1.96667,2.33333,1
Khalif Wyatt,Guard,4,76,210,27.25,26.422,14.4587,2.51376,2.70642,1.57798,0.247706,2.08257,1.89908,0
Ray McCallum,Guard,3,75,190,34,34.5,15.8627,4.76471,4.40196,1.71569,0.313726,2.27451,2.05882,1
Alan Williams,Center,4,80,265,28,27.0179,15.4643,10.0357,1.04464,0.964286,1.91964,1.75,2.76786,0
Jeremiah Samarrippas,Guard,4,70,170,32,30.8281,8.53906,2.16406,4.14844,1.36719,0.0234375,2.75,2.04688,0
Melquan Bolding,Guard,3,75,195,25,31.7733,13.6,3.77333,1.88,1.12,0.133333,2.72,1.64,0
Kai Williams,Forward,4,78,207,22,31.9182,11.7364,7.00909,1.2,0.518182,0.3,1.62727,2.09091,0
Brice Kofane,Forward,4,80,205,22.2,15.0811,3.01802,3.55856,0.261261,0.279279,1.13514,1.10811,2.28829,0
Charron Fisher,Guard,2,75,225,27.5,35.4909,24.2364,8.83636,1.12727,1.27273,0.563636,2.92727,2.58182,0
Trevis Simpson,Guard,3,76,185,28.6667,26.9186,16.3837,4.03488,0.965116,0.651163,0.162791,1.98837,2.83721,0
Aaron Broussard,Forward,3,77,205,29.6667,27.7978,14.1685,6.44944,1.1573,1.47191,0.123596,1.89888,2.25843,0
Khallid Hart,Guard,4,74,210,22,35.0273,17.0818,2.75455,2.18182,1.25455,0.109091,2.04545,2.32727,0
K.J. Garland,Guard,2,73,180,18.3333,35.3273,12.6182,4.10909,5.10909,1.43636,0.0181818,2.32727,1.16364,0
Jorge Gutierrez,Guard,4,75,195,31.5,26.8254,9.6746,3.8254,3.3254,1.15873,0.119048,2.15873,2.45238,0
Egidijus Mockevicius,Center,4,82,225,34,25.7132,11.0588,9.24265,0.316176,0.639706,2.18382,1.30147,3.11765,0
Nnanna Egwu,Forward,4,83,250,34,23.8676,5.51471,4.63235,0.536765,0.492647,1.47794,0.985294,2.78676,0
Trey Burke,Guard,2,72,185,36.5,35.6849,16.863,3.31507,5.69863,1.27397,0.452055,2.46575,1.72603,1
Kareem Storey,Guard,3,70,190,31.3333,28.0745,6.29787,2.2766,4.24468,1.12766,0.0212766,2.85106,2.39362,0
Scott Cutley,Forward,2,77,235,18.6667,33,15.0714,8.39286,2.73214,1.125,0.160714,2.85714,2.35714,0
Damian Saunders,Forward,4,79,210,30,32.575,11.7,8.05,2.175,2.15833,2.41667,2.03333,2.5,0
Fred Sturdivant,Forward,2,79,185,32,26.3594,10.0781,6.84375,0.5625,1.01562,2.26562,1.67188,2.20312,0
Marques Oliver,Forward,4,79,220,28.75,26.5217,8.89565,5.85217,0.982609,1.34783,1.83478,1.7913,2.86957,0
Justin Sears,Forward,4,80,205,30,28.9667,14.1583,6.825,1.63333,1.025,1.66667,2.34167,2.60833,0
James Anderson,Guard,3,78,215,31,32.7312,17.7312,5.04301,1.51613,1.06452,0.548387,2.12903,2.1828,1
Troy Gillenwater,Forward,3,80,234,22.3333,25.4627,15.1343,5.53731,0.820896,0.537313,1.08955,1.8806,2.68657,0
Ryan Boatright,Guard,4,72,175,32,33.7734,13.9531,3.49219,3.82812,1.39844,0.171875,2.35156,1.60156,0
Omar Johnson,Guard,2,67,150,19,34.193,11.7193,2.66667,3.7193,1.36842,0,2.7193,2.15789,0
Wesley Gordon,Forward,4,81,245,26.2,25.9847,6.64122,6.73282,1.34351,0.412214,1.55725,1.29008,2.19084,0
Rashad Jones-Jennings,Forward,1,80,232,27,33.2222,12.6296,13.2593,1.44444,0.925926,1.07407,1.81481,2.59259,0
Amadou Sidibe,Forward,5,80,225,24,22.5083,6.29167,7.11667,0.808333,0.483333,0.316667,1.29167,2.925,0
Eddie Williams,Guard,4,74,190,29.75,27.7647,8.42857,3.85714,2.58824,1.15966,0.151261,1.44538,2.02521,0
Quincy Diggs,Forward,5,78,209,27.6667,20.6386,7.1747,3.07831,1.58434,1.03012,0.0963855,1.76506,1.65663,0
Sam Rowley,Forward,4,78,230,31.75,25.2126,9.40158,5.95276,1.30709,1.01575,0.511811,2.11024,2.74016,0
Nick Barbour,Guard,4,75,175,29.25,29.7436,18.0342,2.88889,1.16239,1.09402,0.264957,2.23077,2.44444,0
Kyle Wiltjer,Forward,4,82,240,29.4,23.7415,12.9864,4.55102,1.29252,0.326531,0.578231,1.26531,1.51701,0
Donte McGill,Guard,2,75,185,29,33.069,17.1034,4.12069,1.18966,1.05172,0.103448,2.13793,1.93103,0
Daniel Waddy,Guard,2,74,180,18.3333,25.2909,6.76364,3.38182,2.43636,1.12727,0.454545,3.07273,2.29091,0
Nick Aldridge,Forward,1,79,230,28,32.6429,18.5357,6.92857,1.5,1.71429,0.357143,2.75,2.75,0
Maarty Leunen,Forward,2,81,215,31.5,33.5238,12.8254,8.46032,2.42857,1.03175,0.47619,1.53968,2.34921,1
Corey Blake,Guard,2,77,200,7.5,26.8,9.73333,3.93333,1.26667,1.86667,0.466667,2.73333,1.73333,0
Isiah Jones,Guard,3,76,193,20.5,22.8293,8.03659,2.56098,2.15854,1.03659,0.0731707,1.7561,2.02439,0
J'Mell Walters,Guard,2,70,170,19,20.3158,4.13158,1.78947,2.52632,0.736842,0.0526316,2.94737,1.71053,0
Festus Ezeli,Center,4,83,255,23.6,17.8644,7.80508,4.51695,0.152542,0.347458,1.69492,1.57627,2.58475,1
Landon Clement,Guard,4,74,180,19.5,22.2179,10.7692,1.94872,0.794872,0.615385,0.0128205,1.05128,0.974359,0
Duke Mondy,Guard,4,76,205,24.2,26.2562,8.71074,3.66116,2.95868,2.33884,0.247934,1.98347,2.59504,0
Jarvis Bradley,Forward,2,80,230,26.5,31.1698,14.1698,7.54717,0.962264,0.849057,0.867925,2.90566,3.41509,0
Jyles Smith,Forward,4,81,215,32.25,23.1318,4.96899,6.17054,0.589147,0.806202,2.48062,1.55039,3.18605,0
Malcolm Bernard,Guard,4,78,202,31,21.6694,6.55645,4.10484,1.87097,1.08871,0.362903,1.58065,2.15323,0
Gerardo Suero,Guard,1,76,205,32,31.7188,21.5312,5.75,3.125,1.3125,0.34375,4.1875,2.5625,0
Billy Baron,Guard,3,74,195,29.3333,35.8295,18.9318,4.5,4.57955,1.29545,0.0113636,2.70455,1.39773,0
Tommy Mason-Griffin,Guard,1,71,206,31,35.4839,14.129,2.87097,4.96774,0.903226,0,2.80645,1.32258,0
Jerrah Young,Forward,2,79,210,19,21.4737,6.36842,4.40351,0.491228,0.912281,0.964912,1.4386,3.07018,0
Trae Golden,Guard,4,74,205,31.75,26.6457,10.5669,2.40945,3.48031,0.566929,0.0393701,2.00787,1.72441,0
Randal Falker,Forward,2,79,230,34,29.5294,12.7353,7.48529,1.26471,0.735294,1.70588,2.5,3.30882,0
Matt Costello,Forward,4,81,245,34.5,16.529,6,4.66667,0.775362,0.391304,1.05797,0.710145,2.08696,0
Evan Fjeld,Forward,3,80,215,31.6667,24.5684,10.1053,5.05263,0.863158,0.621053,1.25263,1.22105,2.70526,0
Keaton Jackson,Forward,2,82,205,29.5,19.1695,8.64407,5.44068,0.440678,0.288136,2.08475,1.38983,3.40678,0
Carlos Monroe,Forward,3,80,245,21,28.9683,16.2064,8.98413,1.03175,1.1746,0.222222,2.09524,2.79365,0
Erik Kangas,Guard,3,75,195,28,32.5,15.8333,2.35714,1.44048,1.03571,0.0714286,1.55952,1.30952,0
Vincent Council,Guard,4,74,180,29.5,34.1017,12.7034,3.77119,6.14407,1.38136,0.347458,2.99153,2.47458,0
Siyani Chambers,Guard,4,72,170,29.75,34.8151,10.7899,2.44538,4.93277,1.36975,0.0168067,2.52101,1.48739,0
Goran Suton,Center,3,82,245,31.3333,26.5638,9.75532,7.92553,1.92553,0.946808,0.744681,1.95745,2.7234,1
Quinton Chievous,Guard,4,78,215,23.25,22.2473,9.58065,6.21505,1,0.376344,0.0860215,1.70968,1.86022,0
Lavon Long,Guard,4,79,222,32.25,28.907,10.6899,5.36434,2.17829,0.852713,0.697674,2.42636,3.6124,0
Gilberto Clavell,Forward,2,78,230,32,29.0938,18.2188,6.79688,1.125,0.703125,0.140625,2.90625,3.34375,0
Brandon Riley,Guard,2,74,185,30,26.55,13.0167,3.08333,1.3,0.833333,0.15,2.61667,1.96667,0
Ekpe Udoh,Forward,3,82,240,23.75,28.0211,8.75789,6.50526,1.55789,0.768421,2.91579,1.49474,2.29474,1
Shayne Whittington,Center,4,83,250,22.8,22.5789,9.79825,6.46491,0.710526,0.535088,1.14035,1.31579,2.08772,0
Willie Cauley-Stein,Forward,3,84,240,35,24.5238,8.02857,6.2381,0.857143,1.09524,2.21905,1.21905,2.34286,1
Toney Douglas,Guard,3,74,190,29,34.0575,16.9885,3.35632,2.87356,1.91954,0.333333,2.5977,2.24138,1
Curtis Terry,Guard,2,77,200,33.5,25.791,7.58209,2.56716,3.29851,0.925373,0.119403,1.71642,1.26866,0
Jeremiah Ostrowski,Guard,2,69,175,22.5,27.6889,4.68889,2.33333,5.57778,1.17778,0.0222222,2.44444,2.02222,0
Andre Hardy,Forward,4,78,230,15,20.3733,7.46667,5.88,0.613333,0.44,0.08,1.49333,2.37333,0
Darius Jones-Gibson,Guard,2,73,175,32.5,29.6769,13.5692,2.95385,2.81538,1.13846,0.153846,2.44615,2.44615,0
Eric Stuteville,Center,4,83,256,31.25,20.76,8.104,4.464,0.272,0.176,1.192,1.2,2.52,0
Ben Woodside,Guard,3,71,168,26.3333,35.1646,20.1266,3.03797,5.39241,1.48101,0.139241,3.13924,1.6962,0
Mickey McConnell,Guard,4,72,190,29.75,27.5966,10.2353,1.80672,3.91597,0.92437,0.151261,1.83193,1.55462,0
Steven Kaspar,Guard,4,75,192,33.25,19.6316,4,2.82707,3.10526,0.81203,0.255639,1.54135,1.83459,0
Demond Watt,Forward,4,79,210,28.75,27.5565,10.9043,7.23478,1.14783,0.852174,1.16522,1.93043,2.14783,0
Michael Obacha,Forward,4,80,218,28.75,20.5391,4.30435,5.2,0.46087,0.556522,0.243478,1.02609,3,0
Whitworth Treasure,Guard,1,75,180,15,27.8,14.6,2.5,2.9,1.83333,0.1,3.36667,3.1,0
Roderick Pearson Jr.,Guard,5,74,195,18.1429,25.3622,7.84252,2.48819,2.87402,1.00787,0.0629921,2.48819,3.15748,0
Kyle Tresnak,Center,4,82,255,32.75,21.8626,9.26718,4.0687,0.48855,0.465649,0.954198,1.1374,2.64122,0
Damian Jones,Center,3,84,245,33,27.1111,13.2424,6.36364,0.717172,0.373737,1.68687,1.9899,3.0404,1
Stephon Carter,Guard,4,75,180,29.5,30.6949,13.7966,4.38136,2.78814,2.00847,0.372881,3.0339,2.81356,0
Dan Stonkus,Center,4,81,245,24.5,23.8265,3.44898,4.41837,0.377551,0.540816,1.35714,1.44898,2.89796,0
Lucas Troutman,Forward,4,82,220,31,25.5484,13.129,5.25,0.645161,0.854839,1.71774,1.75806,2.35484,0
Aaron Nixon,Guard,1,74,219,29,33.069,18.7241,4.82759,3.2069,1.27586,0.241379,2.68966,2.65517,0
Robert Nwankwo,Forward,4,80,220,23,22.9391,7.2,6.86087,0.426087,0.8,1.91304,1.2087,2.08696,0
Gordon Hayward,Forward,2,80,207,33.5,33.4478,14.5373,7.47761,1.86567,1.25373,0.895522,2.04478,2.01493,1
Ryan Rhoomes,Forward,4,80,235,30.75,25.8374,7.74797,7.60163,0.764228,0.447154,1.18699,1.12195,2.71545,0
Malik Cooke,Forward,4,78,215,24.4,23.8689,8.46721,5.06557,0.967213,1.32787,0.557377,1.5082,2.22951,0
Jeremy Evans,Forward,4,81,196,25.8,23.4419,7.91473,5.84496,0.51938,0.627907,1.67442,1.02326,2.49612,1
Charlie Westbrook,Guard,2,76,187,29,30.3793,17.3966,4.34483,1.68966,1.41379,0.724138,2.41379,2.34483,0
Micah Mason,Guard,4,74,180,29.5,28.339,12.0508,2.78814,3.17797,0.855932,0.0338983,1.35593,1.60169,0
Dennis Smith Jr.,Guard,1,75,195,32,34.8125,18.125,4.5625,6.15625,1.9375,0.4375,3.375,2.09375,0
Marc-Eddy Norelia,Forward,4,80,218,25.25,23.7921,10.7327,6.08911,1.0099,0.653465,0.485149,1.32673,1.68317,0
Travis Smith,Guard,3,75,185,31.3333,26.734,10.4468,2.64894,2.24468,0.87234,0.0531915,2.2234,2.41489,0
Cavell Johnson,Forward,1,80,200,14,26.5357,12.6429,6.46429,1.03571,0.5,2.35714,1.10714,2.32143,0
Cameron Jones,Guard,4,76,190,27.5,27.8636,14.4091,3.52727,2.71818,0.990909,0.0636364,2.29091,1.68182,0
Kinu Rochford,Forward,2,78,235,28,27.1607,11.8929,7.85714,1.44643,0.75,1.10714,2.16071,3.67857,0
Aaron Linn,Center,2,75,175,27,30.7407,13.0185,4.42593,3.2963,1.7963,0.351852,2.27778,3.12963,0
Marquez Haynes,Guard,3,75,185,22.25,27.3933,14.191,3.42697,2.93258,1.04494,0.224719,2.5618,1.82022,0
Mustafa Shakur,Guard,1,75,190,14.5,35.3793,11.8276,3.96552,6.86207,1.48276,0.172414,3.65517,2.31034,0
Jeffrey Solarin,Forward,2,76,210,29.5,30.4407,11.339,8.57627,0.915254,0.610169,0.576271,1.62712,2.20339,0
Valentine Izundu,Center,4,82,240,13.75,12.5818,2.09091,2.23636,0.127273,0.127273,1.36364,0.363636,1.69091,0
T.J. Bray,Guard,4,77,207,29.5,27.9068,8.67797,3.63559,3.16949,1.27119,0.101695,1.47458,1.77966,0
Kennan Jones,Guard,1,74,165,14.5,27.9655,9.89655,2.48276,6.13793,1.24138,0.137931,3.44828,1.27586,0
Russell Hicks,Forward,2,84,230,22,21.7955,10.8182,5.75,0.522727,0.272727,1.88636,1.68182,3.09091,0
Jayson Cheesman,Center,2,83,250,29.5,16.9661,5.15254,4.0678,0.677966,0.186441,1.42373,1.40678,2.23729,0
James Sinclair,Guard,4,75,180,32,26.3516,10.1172,4.23438,1.85156,1.39844,0.367188,1.5625,1.9375,0
D.J. Strawberry,Guard,1,77,201,15,32.4667,14.6,4.46667,3.43333,1.96667,0.4,2.1,2.66667,1
Rob Belcore,Guard,4,78,225,26,27.1538,5.32692,3.34615,2.03846,1.17308,0.240385,1.44231,1.92308,0
Eugene Harvey,Guard,4,72,184,28.75,33.0609,12.5826,2.97391,4.65217,1.62609,0.0347826,3.0087,2.16522,0
Marcus Denmon,Guard,4,75,185,34,25.8235,12.8088,3.41176,1.65441,1.25735,0.102941,1,1.31618,1
Larry Drew II,Guard,3,74,180,26.5,24.6698,5.88679,2.04717,5.08491,0.839623,0.0754717,2.32075,1.51887,0
John Hart,Guard,4,74,205,16.4,14.2927,5.29268,1.34146,0.853659,0.536585,0.146341,1.06098,1.28049,0
Zahir Carrington,Forward,4,79,220,21.6,25.787,10.7778,5.86111,0.944444,0.768519,0.962963,2.34259,3.08333,0
Jonathan Amos,Guard,3,76,202,27.6667,26.5422,10.5783,4.3012,2.22892,2.14458,0.156627,3.15663,2.57831,0
Tyrone Lewis,Guard,4,71,180,23,33.287,15.3304,4.38261,1.88696,2.09565,0.66087,1.86957,2.77391,0
Fred Brown,Guard,4,74,180,22.8,22.9737,9.64912,1.92982,1.7193,0.947368,0.0701754,1.83333,1.62281,0
Cannen Cunningham,Center,4,82,225,33.5,18.0672,5.98507,3.79851,0.791045,0.619403,0.977612,1.39552,2.11194,0
Tosin Mehinti,Forward,4,81,244,32.5,18.5923,5.31538,4.25385,0.746154,0.353846,1.3,1.45385,2.54615,0
Cole Aldrich,Center,3,83,245,35.3333,21.3302,9.4717,7.89623,0.650943,0.528302,2.33962,1.21698,2.09434,1
Marc Davis,Guard,2,70,175,28,28.9821,8.32143,2.5,3.26786,1.25,0.0178571,3.19643,2.66071,0
Kyndahl Hill,Forward,4,79,215,26,24.7308,7.72308,5.63846,0.846154,0.5,0.969231,1.3,2.88462,0
Jordan Taylor,Guard,4,73,195,33,29.5379,11.5985,3.08333,3.48485,0.780303,0.0681818,1.12879,2.20455,0
Darren Collison,Guard,3,72,160,33,33,13.7374,2.42424,4.69697,1.91919,0.111111,2.49495,1.47475,1
Sean O'Brien,Forward,4,79,215,32.75,28.6565,9.48092,6.14504,1.8626,0.832061,0.541985,1.94656,2.56489,0
Josh Richardson,Guard,4,78,200,34,28.2206,9.20588,3.22059,1.80882,1.08824,0.647059,1.53676,2.21324,1
Austin Price,Guard,4,76,185,31,29.7823,11.5242,2.95968,1.66935,1.41935,0.419355,1.45968,2.40323,0
Ruben Boykin Jr.,Forward,1,79,185,9,32.4444,17.4074,9.25926,3.07407,0.740741,0.592593,2.44444,2.59259,0
Marshall Henderson,Guard,3,74,177,24,30.1146,17.1562,2.54167,1.55208,1.19792,0.0729167,1.75,1.79167,0
David Gonzalvez,Guard,4,76,205,30,34,13.225,3.975,2.18333,1.35,0.3,1.88333,2.39167,0
Kendall Marshall,Guard,2,76,195,36.5,28.7534,7.16438,2.34247,7.9589,1.13699,0.123288,2.64384,1.45205,1
Tyrelle Blair,Center,2,83,220,19,19.5614,3.82456,3.87719,0.421053,0.245614,2.66667,1.12281,2.52632,0
Patrick Patterson,Forward,3,81,235,22.75,34.2088,16.3077,8.13187,1.40659,0.67033,1.53846,1.61538,2.10989,1
Kevin Jones,Forward,4,80,260,34,31.6176,13.2059,7.59559,1.01471,0.602941,0.786765,0.992647,1.61029,0
Brandon Davies,Forward,3,81,235,35.3333,23.8774,12.8019,6.22642,1.60377,1.0566,0.915094,2.25472,2.9717,0
Raeford Worsham,Guard,3,76,190,27.6667,27.0241,10.9277,6.13253,1.54217,1.3253,0.554217,1.83133,2.20482,0
Dewayne Dedmon,Forward,2,84,255,25.5,22.6667,7.05882,6.37255,0.490196,0.941176,1.66667,1.52941,3.07843,0
Robert Covington,Forward,4,81,215,29.5,29.9661,14.8305,7.42373,1.22881,1.5339,1.27119,2.33051,3,0
Martin Breunig,Forward,4,80,210,19,22.5158,12.5789,5.91579,1.17895,0.442105,0.715789,1.72632,2.6,0
Stallon Saldivar,Guard,4,72,185,29.5,26.4153,4.68644,3.37288,4.27966,0.872881,0.0508475,1.83898,1.32203,0
Eric Washington,Guard,4,70,178,23,30.4174,10.8783,3.13913,4.86957,1.27826,0.0434783,2.95652,1.89565,0
Max Guercy,Guard,4,69,170,31.25,32.288,8.92,2.848,4.024,1.168,0.016,2.256,1.952,0
Landen Lucas,Forward,4,82,250,25,17.256,5.056,5.616,0.56,0.36,0.688,1.088,2.392,0
Mo Alie-Cox,Forward,4,79,250,28.4,23.3592,7.69014,4.66901,0.788732,0.619718,1.79577,1.14085,2.16901,0
Jerryd Bayless,Guard,1,75,200,28,35.75,19.75,2.75,4,0.964286,0.0714286,2.96429,2.25,1
O'Darien Bassett,Guard,2,73,182,27.5,30.5455,16.5636,2.81818,2.6,1.14545,0.109091,2.34545,1.6,0
Kaleo Kina,Guard,3,75,204,25.6667,30.0909,13.9481,4.37662,3.38961,1.57143,0.116883,3.36364,2.63636,0
Marcus Romain,Guard,2,74,174,26,29.5962,18.6538,5.25,2.40385,1.05769,0.326923,4,2.5,0
Kevin Rogers,Forward,3,81,250,30.3333,31.1099,12.5385,8.0989,0.868132,0.637363,0.714286,2.05494,2.65934,0
Michael Moss,Guard,2,72,180,32,29.6562,7.625,5.0625,4.07812,2.51562,0.140625,3.5,2.60938,0
Kwame Vaughn,Guard,4,75,195,23.6,30.9492,14.5847,4.24576,2.83051,0.983051,0.135593,2.55932,2.50847,0
Dinma Odiakosa,Forward,3,80,240,24,26.3646,9.38542,7.3125,0.822917,0.614583,0.677083,1.57292,2.69792,0
Matthew Pilgrim,Forward,4,80,255,27.25,20.0826,7.70642,6.02752,0.743119,1.17431,0.743119,2.04587,3.2844,0
Ramon Galloway,Guard,4,75,180,31.5,28.3016,12.6032,3.62698,2.56349,1.29365,0.261905,2.48413,2.31746,0
Marco Banegas-Flores,Guard,4,73,190,26,15.9135,3.49038,1.36538,1.25962,0.903846,0.0480769,1.35577,1.20192,0
Lorne Jackson,Guard,4,74,205,24.2,25.3306,10.6281,2.82645,2.54545,1.28926,0.115702,2.5124,2.59504,0
Marlon Rivera,Guard,1,74,180,30,31.7667,6.4,5.7,5.36667,1.56667,0.0666667,3.8,2.13333,0
Ja'Donta Blakely,Guard,2,74,180,30.5,21.8852,4.7541,3.16393,2.7541,1.7377,0.409836,1.72131,2.60656,0
Jimmy Gavin,Guard,3,75,190,14.3333,26.4651,14.5116,2.27907,2.30233,0.604651,0.0465116,1.55814,1.34884,0
Jenirro Bush,Guard,2,79,190,16.3333,29.0408,14.6735,3.91837,0.959184,1.53061,0.183673,2.16327,2.12245,0
Sylvester Seay,Forward,3,82,235,15,27.0267,13.3733,5.41333,1.21333,1.01333,1.22667,2.09333,2.52,0
James Harden,Guard,2,77,220,33,35.1818,18.9697,5.37879,3.81818,1.93939,0.454545,2.98485,2.5,1
Raven Lee,Guard,2,75,175,31,26.1452,16.0323,1.72581,1.56452,1.3871,0.145161,2.56452,2.12903,0
James Mays,Forward,2,81,215,29,27.9138,11.2931,6.44828,2.2931,1.68966,0.775862,2.48276,2.34483,0
Delvin Thompson,Shooting,0,73,175,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Dan Trist,Forward,4,81,234,30.75,22.9675,12.122,4.56098,1.14634,0.325203,0.455285,2.20325,2.31707,0
Jalen Ross,Guard,4,72,185,24.4,23.9344,9.11475,2.41803,1.90984,0.836066,0.0245902,1.79508,1.36885,0
Taylor Rochestie,Guard,3,73,193,31.6667,30.0737,9.65263,2.74737,3.68421,0.789474,0.0210526,1.74737,1.4,0
Dwayne Harmason,Guard,2,70,180,27.5,28.2364,8.12727,3.01818,3.69091,1.34545,0.0545455,1.87273,2.30909,0
Kevin Hammack,Guard,1,73,170,12.5,35.2,13.84,3.76,3.32,1.84,0.28,3.04,2.68,0
Gavin Grant,Forward,2,79,190,31.5,33.5714,14.0317,4.93651,3.4127,0.634921,0.603175,3.4127,2.19048,0
Tyler Flack,Forward,4,79,205,20.2,21.5149,9.42574,5.12871,0.643564,0.544554,1.41584,1.26733,2.65347,0
Andrew Warren,Guard,4,78,210,25,28.176,12.552,3.768,1.408,1.08,0.224,1.448,2.128,0
Parfait Bitee,Guard,2,74,185,30,29.2167,9.51667,2.8,3.86667,0.6,0.133333,2.25,1.83333,0
Devin Gibson,Guard,3,72,190,29,33.0805,14.3218,4.58621,4.45977,2.47126,0.172414,2.63218,2.54023,0
Ryan Broekhoff,Forward,4,79,215,33.5,27.1791,11.8731,6.26866,1.83582,0.962687,0.746269,1.38806,1.76119,0
D.J. Kennedy,Guard,4,77,214,30.75,30.3496,11.4553,5.94309,2.41463,1.39837,0.463415,2.07317,1.95935,0
Bo Amusa,Forward,2,78,205,18.3333,21.8909,8.90909,4.96364,0.654545,0.763636,1.58182,1.07273,1.96364,0
Paul Davis,Forward,3,81,195,20.75,24.3012,8.07229,6.60241,0.373494,0.698795,1.6506,1.75904,2.31325,0
Pee Wee Gardner,Guard,4,69,165,21.1667,30.4016,7.85039,2.70079,3.52756,1.59055,0.141732,2.29134,2.07087,0
Velton Jones,Guard,4,72,170,27,27.2148,11.6889,2.42222,4.07407,1.63704,0.0444444,2.56296,2.82963,0
Scott Eatherton,Forward,4,80,234,24.8,25.3952,12.3871,6.56452,1.00806,0.524194,1.21774,1.95161,2.71774,0
Dyshawn Pierre,Forward,4,78,210,31.5,29.9048,11.2937,6.65079,2.19048,0.539683,0.309524,1.74603,1.76984,0
Justin Ingram,Guard,1,75,183,15,35.2,14.2,4.4,2.86667,2.03333,0.266667,2.13333,2.2,0
