Name,Position,Years,Height,Weight,Games,Minutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Draft_Status
David Padgett,Forward,2,83,230,18.6667,24.5893,10.3929,5.25,1.75,0.410714,1.39286,1.23214,2.92857,0
Yannick Crowder,Forward,4,80,215,29.25,23.1709,7.17094,5.89744,0.367521,0.495726,1.61538,1.40171,2.65812,0
Dominique Morrison,Forward,4,78,210,31.25,33.344,16.216,4.472,1.928,0.744,0.392,1.592,2.664,0
Jon Killen,Guard,2,76,195,27.5,34.3273,10.3091,3.07273,5.03636,1.47273,0.0545455,3.54545,2.78182,0
Jamon Gordon,Guard,1,75,190,16.5,31.8788,11.4545,4.54545,4.48485,2.75758,0.515152,2.30303,2.93939,0
Jason Brickman,Guard,4,72,165,32.5,32.6231,9.07692,2.62308,7.73077,0.938462,0.00769231,3.32308,0.692308,0
Geddes Robinson,Forward,3,77,235,29,25.9655,8.95402,8.31034,1.24138,0.609195,0.275862,1.89655,1.93103,0
Rysheed Jordan,Guard,2,76,185,30,28.55,11.9667,3.41667,3.05,1.5,0.183333,2.63333,2.8,0
DeQuan Hicks,Forward,2,79,230,30,22.3,14.5833,6.6,2.21667,1.48333,0.616667,2.81667,2.5,0
Mark Zoller,Forward,1,78,210,13.5,31.3704,17.8889,7.51852,2.77778,1.62963,0.444444,2.66667,3.44444,0
Reggie Hamilton,Guard,4,71,176,23,31.287,17.8261,3.09565,4.49565,1.50435,0.121739,3.43478,2.6,0
James Hett,Guard,4,72,185,28,32.5714,4.69643,2.90179,4.16071,1.16964,0.0714286,2.00893,2.26786,0
Courtney Stanley,Guard,3,73,173,21.5,23.5,4.7907,2.53488,3.09302,0.837209,0.127907,2.44186,2.22093,0
Justin Crosgile,Guard,3,71,170,14.25,22.4035,7.73684,3.01754,2.17544,0.807018,0,1.98246,1.22807,0
Diamante Lewis,Guard,2,75,195,30.5,25.7705,9.34426,4.47541,3.04918,1.08197,0.0983607,2,2.5082,0
Josh Huestis,Forward,4,79,230,33.75,25.0074,7.54815,6.17778,0.844444,0.496296,1.39259,0.933333,1.6963,1
Miles Cartwright,Guard,4,75,175,29.5,32.7034,11.9068,2.76271,2.99153,1.10169,0.127119,2.74576,2.41525,0
Tyler Honeycutt,Forward,2,80,188,29.5,31.7458,10.3051,6.8983,2.76271,1.15254,1.64407,2.76271,1.89831,1
Mike Conley,Guard,1,73,185,36,32.25,11.5833,3.52778,6.02778,2.13889,0.25,2.16667,1.52778,1
Kyle Wilson,Forward,4,76,207,31,30.4839,16.1371,2.48387,1.70161,0.532258,0.120968,2.08065,1.62097,0
Barkley Falkner,Center,2,80,220,28,19.25,5.58929,4.89286,0.75,0.517857,0.267857,1.25,2.125,0
Chris Lowe,Guard,3,72,160,30,29.6556,10.5,2.91111,5.76667,1.2,0.111111,3.08889,2.31111,0
Johnathon Jones,Point,0,71,160,0,nan,nan,nan,nan,nan,nan,nan,nan,0
Devin Ebanks,Forward,2,81,215,33,32.7424,11.3788,8.09091,2.63636,0.954545,0.712121,2.07576,1.71212,1
Bo Taylor,Forward,1,77,215,14,31.8929,15.1429,5.5,1.78571,1.78571,0.25,2.57143,3.82143,0
Jeff Smith (MERC),Guard,2,74,185,26,31.7692,12.1538,2.59615,3.48077,0.884615,0.0576923,3.15385,2.38462,0
Laurence Bowers,Forward,4,80,227,25,20.624,9.944,5.056,1.032,0.84,1.248,1.04,2.304,0
Darrell Jenkins,Guard,2,83,175,26.5,30.9811,9.96226,2.79245,5.67925,0.811321,0,3.11321,1.90566,0
Wayne Chism,Forward,4,81,242,26.4,24.2121,11.4621,6.5,1.09091,0.871212,1.12879,1.54545,2.92424,0
Gabriel Pruitt,Guard,1,76,170,26,33.1154,12.4615,2.80769,4.34615,1.80769,0.269231,1.84615,2.15385,0
Omni Smith,Guard,1,75,175,27,31.2963,14.4074,2.66667,3.66667,1.18519,0.259259,3.18519,2.33333,0
Kenneth Lowe,Forward,4,80,230,33,19.7424,5.45455,3.79545,1.05303,0.787879,1.03788,1.2197,2.23485,0
Colton Iverson,Forward,4,84,255,25.8,20.8295,7.67442,5.77519,0.914729,0.44186,0.837209,1.56589,2.23256,1
Joniah White,Center,3,84,205,21.3333,13.1719,2.78125,3.25,0.453125,0.28125,1.51562,0.5,1.53125,0
D.J. Newbill,Guard,4,76,210,26.2,34.6718,16.0687,5.20611,2.59542,1.00763,0.221374,2.61069,2.65649,0
Jontel Evans,Guard,4,71,188,30,25.8,4.95833,2.05833,3.49167,1.24167,0.0666667,1.86667,2.025,0
Dorrian Williams,Guard,4,75,190,22.4,27.6696,5.86607,3.33929,3.32143,0.991071,0.0535714,1.84821,1.94643,0
Fuquan Edwin,Guard,4,78,215,31.75,30.2992,12.8583,4.77165,1.43307,2.30709,0.409449,1.84252,2.99213,0
John Dawson,Guard,3,74,205,26.6667,24.0875,7.8625,3.575,2.3625,0.7625,0.1625,1.9375,2.4875,0
Perry Petty,Guard,2,73,180,15.3333,24.4348,9.58696,3.26087,2.86957,1.5,0.108696,3.04348,2.56522,0
Jarred DuBois,Guard,5,75,172,25,31.168,12.032,2.896,2.624,1.12,0.032,2.36,2.56,0
Tim Clifford,Center,2,82,265,29.5,30.9661,15.1864,5,1.25424,0.79661,2.05085,2.55932,3.45763,0
Gary Flowers,Forward,2,80,214,32,31.2344,16.8438,8.01562,1.21875,0.921875,1.625,2.45312,2.73438,0
A.J. English,Guard,4,76,190,28,34.4196,17.8929,4.34821,4.55357,1.25,0.455357,2.94643,2.33036,0
Tony Johnson,Guard,5,72,177,21.6,26.5185,8.66667,3.27778,3.48148,1.48148,0.175926,1.7037,1.69444,0
Nate Miller,Forward,3,76,225,26,32.0897,13.7436,7.17949,2.53846,1.83333,0.410256,2.23077,1.89744,0
Mike DiNunno,Guard,4,71,196,24.4,29.2049,10.5984,1.90164,3.2459,1.45902,0,2.40164,2.15574,0
Antoine Young,Guard,4,72,175,34.75,27.1223,9.58273,1.83453,3.58993,0.690647,0.0359712,1.59712,1.23022,0
Chad Posthumus,Center,2,83,265,33.5,22.0896,8.56716,8.89552,0.298507,0.626866,0.80597,1.46269,2.80597,0
Patrick Mitchell,Guard,3,80,220,31.3333,25.6915,10.1489,4.57447,1.01064,0.531915,1.32979,1.32979,3.34043,0
Denzel Gregg,Forward,4,79,225,28.5,20.9737,7.15789,4.72807,0.789474,0.45614,1.20175,1.30702,2.39474,0
Al Thornton,Forward,1,80,220,16.5,31.4242,19.7879,7.24242,0.69697,1.48485,1.18182,2.45455,2.78788,1
Sherron Collins,Guard,4,71,205,34.25,28.5985,13.146,2.35036,3.87591,0.992701,0.0364963,2.32117,1.71533,0
Marvin Jefferson,Center,2,81,250,19.3333,24.0345,9.36207,5.62069,0.568965,0.586207,1.96552,1.67241,3.17241,0
Darryl Partin,Guard,4,78,190,22,24.1818,11.7727,2.60909,0.981818,0.763636,0.154545,2.13636,1.59091,0
Pierre Bland,Guard,2,74,215,34.5,27.6232,6.55072,3.65217,3.63768,1.31884,0.115942,1.7971,1.91304,0
Jaleel Roberts,Center,4,84,225,22.5,12.2889,4.14444,3.17778,0.266667,0.166667,1.43333,0.788889,2.07778,0
Omar Samhan,Center,4,83,265,24.6,26.9675,14.2033,8.37398,1.05691,0.349594,1.90244,1.69106,2.65854,0
Maurice Kemp,Forward,3,80,190,30.6667,24.5435,12.1957,5.90217,1.43478,1.23913,0.782609,1.68478,2.08696,0
Steven Shepp,Guard,3,74,180,29,31.2299,5.10345,2.64368,4.54023,1.54023,0.310345,1.95402,2.03448,0
Kris Yanku,Guard,3,76,183,32.6667,28.551,12.7143,4.18367,4.26531,1.43878,0.0612245,2.86735,2.53061,0
Bilal Benn,Guard,3,77,205,17.8,27.3933,10.1011,7.22472,2.14607,1.66292,0.325843,2.07865,2.20225,0
Shaquille Johnson,Forward,3,77,220,28.3333,27.2,10.1529,5,2.64706,1.14118,0.388235,2.83529,2.44706,0
Keoni Watson,Guard,1,70,180,28,31.6071,18.25,3.10714,2.17857,1.25,0.0357143,3.28571,2.75,0
Ahmad Nivins,Forward,3,81,242,29,35.8966,16.6897,8.22989,0.586207,0.827586,1.22989,2.42529,2.65517,1
Jacques Streeter,Guard,4,72,175,30.75,33.8374,9.23577,2.90244,4.65041,0.869919,0.0487805,1.95935,1.70732,0
Travis Trice,Guard,4,72,170,33.5,23.6045,8.47015,2.08955,2.89552,0.910448,0.11194,1.3209,1.76119,0
William Mosley,Center,4,79,220,30.5,27.5164,8.07377,8.94262,0.918033,1.18033,3.64754,1.09836,2.81148,0
Teddy Okereafor,Guard,4,76,200,24.8,21.7661,6.74194,2.68548,2.82258,1.00806,0.0887097,1.79839,0.870968,0
Kevin Anderson,Guard,4,72,175,32.5,36.6462,15.9615,3.02308,2.87692,1.57692,0.161538,2.23846,1.83846,0
Marquis Ford,Guard,3,70,175,24,27.9583,8.16667,3.01389,2.91667,0.847222,0.0555556,2.52778,1.81944,0
Robert Hines,Guard,1,77,250,25,32.76,14.24,6,2.16,0.92,0.4,3.76,2.64,0
J-Mychal Reese,Guard,3,74,185,23.5,29.2872,10.5532,2.7234,2.90426,0.744681,0.0212766,2.53191,2.17021,0
Bam Adebayo,Forward,1,82,245,38,30.1316,13,8,0.842105,0.684211,1.5,1.68421,2.60526,1
Geoff Payne,Forward,1,77,190,26,34.1538,20.7308,6.80769,2.46154,1.92308,0.384615,2.84615,2.69231,0
Frank Eaves,Guard,4,74,183,24,24.875,12.6146,2.875,1.41667,0.833333,0.0104167,1.66667,1.78125,0
Kerron Johnson,Guard,4,73,175,33,24.2879,10.5152,2.45455,3.89394,1.55303,0.0454545,2.4697,2.47727,0
Treshawn Hagood,Guard,3,74,174,28,26.0476,7.97619,3.34524,3.58333,1.54762,0.0357143,2.54762,1.88095,0
Joe Reitz,Center,2,79,256,30,28.9,14.6167,8.45,0.666667,0.483333,0.0833333,2.33333,3.05,0
Steven Hill,Center,2,84,245,32.5,20.1385,5.23077,3.66154,0.323077,0.830769,2.35385,1.18462,2.64615,0
Jeremy Simmons,Forward,4,80,230,27,25.1759,9.24074,6.12037,0.916667,0.574074,1.25,1.26852,2.13889,0
George Beamon,Guard,5,76,175,24,28.4583,15.3583,5.28333,1.13333,1.35833,0.35,1.88333,2.05833,0
Bryant Dunston,Forward,2,80,233,26,31.4231,15.1346,8.75,1.80769,1.03846,2.65385,1.98077,2.78846,0
Matthew Miller,Guard,2,75,200,29,30.4828,11.4655,2.58621,2.2931,0.965517,0,2.94828,1.75862,0
Jeremy Crutcher,Guard,4,68,160,28.25,31.2566,9.90265,3.0354,4.02655,1.22124,0.0265487,2.82301,2.51327,0
Marcel Mosley,Guard,5,72,180,17.8333,24.8878,9.52336,2.39252,2.06542,1.46729,0.0186916,2.42056,1.7757,0
Marcel Davis,Guard,4,74,180,29.5,27.2966,8.44068,3.23729,3.83898,0.898305,0.0762712,2.13559,1.99153,0
Reed Baker,Guard,5,73,174,19.2,22.4271,10.2604,1.94792,1.57292,0.833333,0.0208333,2.03125,1.11458,0
Shawn James,Forward,1,81,195,25,24.16,12.76,6.88,0.92,0.44,3.72,2.04,2.68,0
Dejon Davis,Guard,1,76,195,32,9.34375,1.875,1.71875,0.40625,0.40625,0.03125,0.46875,0.96875,0
Chaz Crawford,Forward,1,82,235,14.5,29.6207,7.10345,9.34483,1.51724,0.655172,2.72414,1.37931,3.37931,0
Matthew Bryan-Amaning,Forward,4,81,240,33.5,20.9254,8.76119,5.41045,0.537313,0.843284,1.1791,1.34328,2.47761,0
Tyler Lamb,Guard,4,77,205,30,23.225,8.20833,2.90833,1.73333,1.05833,0.316667,1.75,1.85833,0
Jordan Hill,Forward,3,82,235,29.6667,27.1798,12.5169,7.80899,0.865169,0.561798,1.39326,1.88764,2.57303,1
Jarrod Jones,Forward,4,81,234,30.25,29.2149,13.1405,7.95041,0.85124,0.702479,0.92562,1.8595,2.41322,0
Lawrence McKenzie,Guard,2,74,170,20.6667,30.6774,13.2097,2.70968,2.72581,0.725806,0.0806452,2.67742,2.01613,0
Dane Miller,Guard,4,78,215,31.75,27.9764,8.20472,5.83465,2.46457,1.01575,1.27559,2.14961,2.15748,0
Shy Ely,Forward,3,76,183,28.3333,30.4118,13.7765,4.6,1.75294,0.658823,0.282353,2.14118,2.08235,0
Blake Smith,Guard,4,76,175,28.75,22.2522,6.87826,3.26087,1.71304,1.54783,0.417391,1.56522,1.77391,0
Rakeem Brookins,Guard,2,70,156,16,32.1875,9.9375,1.875,3.4375,1.72917,0.208333,3.0625,2.27083,0
Donta Harper,Forward,3,79,205,32,23.2396,9.39583,3.72917,1.55208,1.08333,0.572917,2.34375,2.45833,0
Ricky Harris,Guard,4,74,175,30.5,26.8033,15.2295,2.44262,1.65574,1.09016,0.0983607,2.13934,1.81967,0
Artsiom Parakhouski,Center,2,83,260,30.5,33.2623,18.7213,12.4426,1.14754,0.655738,1.88525,2.34426,2.34426,0
Glenn Cosey,Guard,2,72,182,31.5,35.873,17.0952,3.2381,3.73016,1.4127,0.031746,1.61905,1.7619,0
Ty Greene,Guard,4,75,185,32,32.8906,14.7109,2.96094,2.57031,1.57031,0.148438,1.48438,1.75781,0
Olu Ashaolu,Forward,4,79,220,26.4,24.2424,9.92424,6.76515,1,0.666667,0.295455,2.40152,3.09848,0
Kashief Edwards,Forward,4,77,195,24.6,19.6504,7.06504,3.33333,0.406504,0.512195,0.98374,1.4065,2.17073,0
Canyon Barry,Guard,3,78,215,30.6667,26.8804,11.2609,3.5,1.17391,0.728261,0.380435,1.6087,1.59783,0
Sean Kilpatrick,Guard,4,76,210,28,30.7571,15.3214,4.30714,1.99286,1.18571,0.164286,1.68571,1.3,0
Afam Muojeke,Guard,5,80,210,14.2,23.3662,10.9859,3.80282,1.21127,0.887324,0.253521,2.47887,1.59155,0
Mitch Rolls,Guard,4,72,173,30,28.675,7.81667,2.04167,3.05833,0.658333,0.0666667,2.36667,2.26667,0
Bruce Price,Guard,1,75,205,9.66667,33.931,17.3448,4.62069,4.89655,2.24138,0.0689655,3.93103,3.13793,0
Terrance Henry,Forward,4,81,210,32,23.7969,8.35938,4.42969,1.17188,0.46875,0.867188,2.01562,2.53125,0
Loren Stokes,Guard,1,75,170,10.3333,37.6774,20.2581,5.67742,3,1.19355,0.322581,2.51613,2,0
Jared Dudley,Forward,1,79,225,14.5,38.3103,19.0345,8.06897,3.03448,1.34483,0.310345,2.62069,2.24138,1
Devon Saddler,Guard,4,74,210,31,35.879,17.9194,4.28226,2.70968,0.814516,0.225806,2.96774,2.17742,0
Emmanuel Omogbo,Forward,2,80,210,34.5,27.5797,12.3043,9.23188,1.37681,0.753623,0.449275,1.5942,2.52174,0
Gjio Bain,Center,2,84,225,27.5,18.7455,3.12727,4.61818,0.0909091,0.236364,1.52727,0.454545,2.2,0
Reggie Fuller,Forward,2,78,195,28,29.1964,8.78571,6.55357,0.910714,0.910714,1.51786,1.32143,2.83929,0
Jacolby Mobley,Guard,2,72,160,21,29.8413,14.7937,2.66667,1.80952,0.873016,0.126984,1.73016,2.04762,0
Trayvon Palmer,Guard,3,78,200,30.6667,30.3478,10.8696,7.3913,1.21739,1.21739,0.73913,2.34783,2.97826,0
Drew Neitzel,Guard,2,72,180,31.5,33.8095,16.0317,2.65079,4.22222,0.920635,0.174603,1.84127,1.38095,0
Christian Standhardinger,Forward,3,80,220,19.75,27.8228,15.1013,7.25316,1.29114,1.22785,0.506329,2.07595,2.36709,0
Jarell Martin,Forward,2,82,235,32.5,30.7077,13.6769,6.93846,1.35385,1,0.692308,2.21538,2.61538,1
DeWayne Russell,Guard,4,71,155,23.2,33.8879,14.7241,3.00862,4.46552,1.43966,0.103448,2.5431,2.18103,0
Darryl Watkins,Center,1,83,258,14.5,30.5517,8.27586,8.06897,0.724138,1.13793,3.41379,1.62069,3.58621,0
Eli Holman,Center,4,82,260,18.4,26.0326,11.1304,8.31522,0.76087,0.717391,1.78261,1.76087,3.01087,0
Braxton Dupree,Forward,3,80,270,18.5,18.1486,6.16216,4.36486,0.189189,0.283784,0.702703,1.2027,1.87838,0
Devin White,Forward,2,79,205,23.5,15.4681,7.40426,3.95745,0.702128,0.765957,1.44681,1.80851,3,0
Amir Williams,Center,4,83,250,33.25,16.8496,4.93233,4.21053,0.203008,0.406015,1.39098,0.924812,2.06015,0
D.J. Balentine,Guard,4,74,210,34.75,33.4101,17.7266,2.71223,3.39568,0.618705,0.18705,2.1223,1.30216,0
Rashad Madden,Guard,4,77,180,33,22.4621,8.37879,3.08333,2.78788,0.674242,0.227273,1.86364,1.9697,0
Paulius Packevicius,Forward,2,81,230,22.5,24.7556,6.42222,6.4,0.822222,0.755556,0.733333,1.86667,3.08889,0
Hamady Ndiaye,Center,3,84,235,29,24.8506,6.65517,6.14943,0.436782,0.390805,3.16092,1.45977,2.91954,0
Daniel Ochefu,Forward,4,83,245,35.25,21.7092,7.19858,6.58865,1.31206,0.77305,1.28369,1.56028,2.34043,0
JamesOn Curry,Guard,1,75,190,32,37.2812,17.3125,3.25,3.5,1.09375,0.34375,3.0625,2.09375,1
Michael Vogler,Guard,3,73,180,22.25,29.7079,9.74157,3.39326,4.96629,1.86517,0.123596,2.2809,2.34831,0
Jake Zuilhof,Center,3,81,230,25.6667,22.4675,6.24675,5.14286,0.649351,0.467532,1.18182,1.75325,2.75325,0
Alex Caruso,Guard,4,77,186,34.25,28.7007,7.9562,3.74453,4.73723,2.0146,0.430657,2.52555,2.50365,0
Kawhi Leonard,Forward,2,79,225,35,31.9429,14.1429,10.2286,2.22857,1.4,0.642857,2.18571,2.48571,1
Ryan Anderson,Forward,2,82,240,31,33.3387,18.6613,9.17742,1,0.5,0.532258,1.80645,2.41935,1
Kareem Canty,Guard,1,72,183,11,36.697,16.303,2.24242,5.45455,0.727273,0.0909091,3.66667,1.63636,0
Aaron Gordon,Forward,1,81,225,38,31.2368,12.3684,8.02632,1.97368,0.894737,1.02632,1.44737,2.36842,1
Ryan Anderson,Forward,5,81,230,25.8,30.1008,13.8527,8.13953,1.17054,0.643411,0.565892,1.82171,1.82171,0
Devon Bookert,Guard,4,75,193,32.75,27.3588,8.54962,2.80916,2.64885,1.06107,0.0916031,1.87786,1.78626,0
Keith Gabriel,Guard,4,76,185,29.75,24.8992,15.5126,3.10924,1.36134,1.71429,0.764706,1.94118,2.42017,0
Erving Walker,Guard,4,68,177,35.5,30.4437,12.4507,2.66901,3.78169,1.11268,0.00704225,2.11268,1.66197,0
Deilvez Yearby,Forward,3,78,215,17,21.2206,9.94118,6.55882,0.735294,0.455882,1.91176,2.08824,2.22059,0
Luke Martinez,Guard,2,76,190,14.6667,29.7955,12.5227,3.70455,1.47727,1.79545,0.227273,1.40909,1.81818,0
Mandell Thomas,Guard,4,74,185,29.25,30.8376,11.8376,3.7265,2.34188,1.69231,0.435897,1.81197,2.09402,0
Chris Udofia,Forward,4,78,200,31,29.5242,12.121,4.87097,2.82258,1.1371,2.04839,1.84677,3.14516,0
DeShawn Patterson,Guard,4,76,220,28.5,25.0965,5.26316,3.47368,3.16667,1.50877,0.298246,2,2.55263,0
Karl Cochran,Guard,4,73,175,33.25,30.5865,14.2406,4.95489,2.40601,1.69925,0.759399,2.00752,2.19549,0
Donte Green,Forward,1,83,226,32,35.7188,17.5938,7.09375,2.09375,1.3125,1.5,2.53125,3,0
Josh Slater,Guard,4,75,200,28.25,28,13.5841,5.0177,3.9292,1.87611,0.283186,2.79646,2.26549,0
Scoop Jardine,Guard,4,74,190,27.4,25.2482,9.19708,2.0438,4.48905,1.32117,0.10219,2.23358,1.55474,0
Greg Sprink,Guard,2,77,205,26,35.2115,19.9038,5.71154,2.67308,1.09615,0.0961538,3.05769,3.17308,0
Randy Culpepper,Guard,4,72,165,32.75,31.2748,17.0687,2.74809,1.98473,1.81679,0.259542,1.94656,2.22901,0
Justin Leemow,Guard,4,73,175,22,19.4432,3.14773,1.39773,2.15909,1.14773,0.102273,1.5,2.14773,0
Derek Jackson,Guard,4,73,170,32.25,31.7209,10.1163,2.82946,2.25581,1.72868,0.155039,1.51163,1.37984,0
Scott Morrison,Center,2,83,240,28,23.5357,10.6071,6.21429,1.07143,0.857143,1.98214,1.28571,1.76786,0
Justin Rutty,Forward,4,79,255,27.75,29.1892,13.1892,8.96396,0.954955,0.621622,0.693694,1.81982,2.78378,0
Andrew Lovedale,Forward,3,80,220,31.3333,23.4362,8.06383,6.45745,0.574468,0.755319,1.04255,1.21277,2.65957,0
Akil Mitchell,Forward,4,80,235,33.25,23.5338,6.85714,6,1.10526,0.849624,0.383459,1.16541,2,0
Austin Freeman,Guard,4,75,235,31.25,31.352,13.816,3.592,2.152,0.864,0.144,1.6,1.792,0
Nate Rohnert,Guard,4,77,215,22.8,29.2807,11.0175,4.5,3.00877,1.0614,0.184211,2.2807,2.44737,0
Trey Anderson,Guard,3,76,190,13.2,17.6364,3.9697,1.93939,1.80303,0.393939,0.106061,1.9697,1.78788,0
Nikola Vucevic,Forward,3,82,240,29,27.6782,11.0575,7.97701,1.11494,0.517241,1.09195,1.48276,2.43678,1
Shane Johannsen,Forward,4,79,235,24.75,21.6566,8.42424,5.13131,0.494949,0.525253,1.34343,1,2.28283,0
Jerian Grant,Guard,3,77,205,26.75,36.5421,14.1402,2.91589,5.74766,1.41121,0.308411,2.28037,1.82243,1
Damion James,Guard,4,79,220,33,29.4015,13.7197,9.40909,1.15152,0.954545,1.12879,1.81061,2.86364,1
Hasheem Thabeet,Center,3,87,263,30.3333,29.3846,10.3297,8.42857,0.417582,0.351648,4.20879,1.75824,2.61538,1
Darren Moore,Guard,4,75,190,23,25.6957,10.6087,4.21739,1.58696,1.16304,0.25,1.56522,2.59783,0
Bamba Fall,Center,3,85,200,25.3333,25.4605,9.38158,5.80263,0.605263,0.302632,2.19737,2.01316,2.69737,0
Javier Carter,Forward,4,79,225,29,19.7759,5.62069,4.71552,0.448276,0.62069,1.75862,1.07759,1.97414,0
Jason Thompson,Guard,2,83,250,30,34.35,20.5,11.1333,2.38333,0.933333,2.3,2.86667,3.06667,1
Reggie Larry,Forward,2,78,225,30.5,32.2131,16.9508,8.73771,1.4918,1.03279,1.22951,2.40984,1.85246,0
Jeremiah Dominguez,Guard,2,66,150,28,31.0893,13.4286,2.53571,3.82143,1.73214,0.0535714,2.30357,1.53571,0
Tweety Carter,Guard,4,71,185,31,30.6048,11.1532,2.26613,3.75,1.18548,0.016129,1.71774,2.16935,0
Johnny O'Bryant III,Forward,2,81,262,28.5,25.3509,11.0877,7.7193,1.05263,0.526316,0.719298,2.78947,2.57895,1
Josh Jackson,Guard,1,80,207,35,30.7714,16.3429,7.37143,2.97143,1.68571,1.05714,2.77143,2.97143,1
Preston Blackmon,Guard,4,72,170,24.6,30,10.1626,2.04878,4.39837,1.12195,0.154472,3.14634,1.72358,0
Brigham Waginger,Guard,4,74,175,29.5,29.1441,6.45763,3.52542,3.16102,2.27966,0.0423729,1.77966,2.14407,0
Jordan Reed,Guard,4,76,210,22,30.5682,13.1477,8.18182,1.17045,1,0.602273,2.48864,2.57955,0
Joe Ballard,Guard,3,72,180,29,28.5057,5.58621,3.67816,3.41379,1.70115,0.137931,2.57471,1.75862,0
Alonzo Nelson-Ododa,Forward,4,81,235,31.25,19.136,4.448,3.992,0.672,0.488,1.656,0.944,2.12,0
Corey Walden,Guard,4,74,206,31.25,31.824,14.456,3.744,2.92,2.336,0.12,2.192,3.064,0
Jermareo Davidson,Forward,1,83,200,14.5,32.4138,13.8621,8.17241,1.48276,0.758621,2.2069,1.68966,1.82759,1
Adjehi Baru,Forward,4,81,225,32,28.1562,8.54688,7.14844,0.757812,0.5625,0.984375,1.5625,2.875,0
Ryan Olander,Center,4,84,220,33,23.1818,7.25758,4.5303,0.931818,0.537879,1.56061,1.41667,2.43182,0
Eric Bell,Guard,3,63,150,20.25,27.7778,4.33333,1.58025,4.34568,1.35802,0.0617284,1.82716,1.87654,0
Kenneth Smith,Guard,4,75,180,35,29.3643,6.17857,3.83571,6.12857,1.84286,0.1,2.42857,2.09286,0
Greg Smith,Center,2,82,250,32,28.9844,11.6406,6.9375,1.46875,0.96875,1.17188,1.96875,2.8125,0
William Wilson,Guard,4,71,175,31,18.629,1.91935,1.45968,3.05645,0.782258,0.0241935,1.62097,1.23387,0
Luke Eddy,Guard,4,73,185,24,21.1354,8.14583,2.36458,3.08333,0.84375,0.125,2.04167,1.35417,0
Rhamel Brown,Forward,4,79,230,32.5,24.2692,9.01538,6.23846,0.607692,0.869231,2.78462,1.55385,2.93846,0
Jamie Vanderbeken,Forward,3,83,240,22.3333,20.5224,7.64179,3.9403,0.776119,0.298507,1.10448,0.761194,2.25373,0
Curtis Sumpter,Forward,1,79,223,15,31.1667,17.4333,7.26667,0.9,0.866667,0.933333,2.2,3.03333,0
Isaiah Whitehead,Guard,2,76,210,28,30.5357,15.7679,3.69643,4.48214,1.25,1.125,3.42857,2.33929,1
Zach Gengler,Guard,4,74,180,28.5,19.5877,6.22807,1.95614,1.7807,1.05263,0.105263,0.842105,2.27193,0
Eric Ferguson,Forward,4,80,200,23.8,27.1092,12.4538,6.08403,0.966387,1.31933,0.84874,2.32773,3.21008,0
Russell Carter,Guard,1,76,223,14,30.8929,17.0357,4.89286,1.82143,1.60714,0.357143,2.25,2.25,0
Jarvis Threatt,Guard,3,74,170,29,31.1839,13.6897,5.10345,3.54023,1.82759,0.206897,2.18391,1.70115,0
Andre Smith,Guard,4,70,170,25,26.072,8.568,2.304,2.576,0.968,0.088,1.48,1.624,0
Greg Oden,Center,1,84,285,32,28.9688,15.6562,9.5625,0.65625,0.5625,3.28125,2,2.71875,1
Andre Smith,Forward,1,79,220,25,31.32,17,9,1.88,1.6,1.28,2.92,3.28,0
Shaun Pruitt,Center,2,81,225,31.5,27.0952,12.0317,7.44444,0.428571,0.396825,0.507937,2.03175,2.44444,0
Omar Sanders,Forward,2,79,210,29.5,23.8305,8.67797,6.35593,0.610169,0.457627,1.33898,1.74576,2.15254,0
Michael Kessens,Forward,3,81,228,23.5,27.883,10.7979,7.60638,1.12766,0.861702,0.755319,2.3617,3.08511,0
Stephen Zimmerman,Forward,1,84,240,26,26.1538,10.4615,8.73077,0.846154,0.538462,1.96154,2.07692,3.03846,1
Eli Carter,Guard,4,74,200,28.75,29.0435,13.4,2.97391,2.5913,1.11304,0.104348,2.64348,2.14783,0
Thomas Robinson,Forward,3,82,237,35,18.6476,9.77143,7.26667,0.961905,0.6,0.704762,1.64762,2.06667,1
Senario Hillman,Guard,4,74,195,31.25,22.216,7.672,2.28,1.752,1.344,0.216,1.896,2.552,0
Shawn King,Center,2,82,220,30.5,20.4918,8.27869,6.13115,0.672131,0.491803,2.2623,1.21311,2.7541,0
Reggis Onwukamuche,Center,2,82,225,32,17.5938,3.96875,3.4375,0.15625,0.3125,1.10938,1.1875,3.07812,0
DeAndre Brown,Guard,2,71,160,31,33.2742,12.8548,2.96774,3,1.03226,0.016129,2.91935,1.19355,0
Nick Cook,Forward,4,78,220,29.5,20.3051,4.90678,4.36441,0.940678,0.652542,1.12712,1.10169,2.34746,0
Andrew Nicholson,Forward,4,81,240,30.25,29.9421,17.1405,7.19008,0.702479,0.504132,1.8843,2.47934,3.02479,1
Kris Dunn,Guard,4,75,205,23.75,31.5368,12.7789,5.11579,5.81053,2.18947,0.4,3.31579,2.94737,1
I.J. Ready,Guard,4,71,166,28.25,26.9911,7.85841,2.36283,3.54867,1.35398,0.0176991,1.62832,1.49558,0
Dario Hunt,Forward,4,80,230,33,27.3485,8.27273,7.75758,0.909091,0.621212,2.01515,1.87121,3.2197,0
Tristan Blackwood,Guard,2,72,170,28.5,36.2632,17.4035,2.5614,4.75439,1.21053,0.0701754,3.26316,1.92982,0
